Geno,Loc,Year,Block,BS
KTMA-12-1,CA,2010,Replacement,6
KTMA-12-2,CA,2010,1,6
KTMA-12-2,CA,2010,Replacement,6
KTMA-12-3,CA,2010,1,6
KTMA-12-3,CA,2010,2,6
KTMA-12-3,CA,2010,Replacement,6
KTMA-12-4,CA,2010,1,6
KTMA-12-4,CA,2010,Replacement,6
KTMB-12-1,CA,2010,1,6
KTMB-12-1,CA,2010,2,6
KTMB-12-1,CA,2010,3,6
KTMB-12-1,CA,2010,Replacement,6
KTMB-12-3,CA,2010,2,NA
KTMB-12-3,CA,2010,3,6
KTMB-12-3,CA,2010,Replacement,5.666666667
KTMC-12-1,CA,2010,2,6
KTMC-12-1,CA,2010,3,NA
KTMC-12-1,CA,2010,Replacement,5.666666667
KTMC-12-2,CA,2010,2,6
KTMC-12-2,CA,2010,3,6
KTMC-12-2,CA,2010,Replacement,6
KTMC-12-3,CA,2010,1,NA
KTMC-12-3,CA,2010,2,6
KTMC-12-3,CA,2010,Replacement,5.666666667
KTMC-12-5,CA,2010,1,6
KTMC-12-5,CA,2010,2,6
KTMC-12-5,CA,2010,3,6
KTMC-12-5,CA,2010,Replacement,6
LILA-26-1,CA,2010,1,5.666666667
LILA-26-1,CA,2010,2,6
LILA-26-1,CA,2010,3,6
LILA-26-1,CA,2010,Replacement,NA
LILA-26-2,CA,2010,2,6
LILA-26-2,CA,2010,3,6
LILA-26-2,CA,2010,Replacement,6
LILA-26-3,CA,2010,1,6
LILA-26-3,CA,2010,2,5
LILA-26-4,CA,2010,1,5.333333333
LILA-26-4,CA,2010,2,6
LILA-26-4,CA,2010,3,6
LILA-26-4,CA,2010,Replacement,NA
LILA-26-5,CA,2010,1,5.666666667
LILA-26-5,CA,2010,2,6
LILA-26-5,CA,2010,3,6
LILA-26-5,CA,2010,Replacement,5.666666667
LILB-26-1,CA,2010,3,6
LILB-26-1,CA,2010,Replacement,NA
LILB-26-3,CA,2010,1,5.333333333
LILB-26-3,CA,2010,2,6
LILB-26-3,CA,2010,Replacement,NA
LILB-26-4,CA,2010,1,5.666666667
LILB-26-4,CA,2010,2,6
LILB-26-4,CA,2010,3,6
LILB-26-4,CA,2010,Replacement,6
LILB-26-5,CA,2010,1,6
LILB-26-5,CA,2010,2,6
LILB-26-5,CA,2010,3,6
LILB-26-5,CA,2010,Replacement,6
LILC-26-1,CA,2010,1,5.333333333
LILC-26-1,CA,2010,2,6
LILC-26-1,CA,2010,3,6
LILC-26-1,CA,2010,Replacement,6
LILC-26-2,CA,2010,1,6
LILC-26-2,CA,2010,3,6
LILC-26-2,CA,2010,Replacement,5.333333333
LILC-26-3,CA,2010,1,6
LILC-26-3,CA,2010,2,6
LILC-26-3,CA,2010,Replacement,5.666666667
LILC-26-4,CA,2010,1,4
LILC-26-4,CA,2010,2,6
LILC-26-4,CA,2010,Replacement,5.666666667
LILC-26-5,CA,2010,1,6
LILC-26-5,CA,2010,3,NA
LILC-26-5,CA,2010,Replacement,NA
LILD-26-2,CA,2010,2,6
LILD-26-2,CA,2010,3,6
LILD-26-2,CA,2010,Replacement,6
LILD-26-3,CA,2010,1,5.666666667
LILD-26-3,CA,2010,Replacement,5.666666667
LILD-26-4,CA,2010,1,5.666666667
LILD-26-4,CA,2010,3,6
LILD-26-4,CA,2010,Replacement,NA
LILD-26-5,CA,2010,1,NA
LILD-26-5,CA,2010,2,6
LILD-26-5,CA,2010,Replacement,6
MCMN-27-2,CA,2010,1,5
MCMN-27-2,CA,2010,2,4
MCMN-27-2,CA,2010,Replacement,4.333333333
MCMN-27-3,CA,2010,1,4.333333333
MCMN-27-3,CA,2010,2,5.666666667
MCMN-27-3,CA,2010,3,6
MCMN-27-3,CA,2010,Replacement,5
MCMN-27-4,CA,2010,Replacement,5.666666667
MCMN-27-5,CA,2010,1,5.666666667
MCMN-27-5,CA,2010,2,6
MCMN-27-5,CA,2010,3,6
MCMN-27-5,CA,2010,3,NA
MTSM-27-1,CA,2010,1,3
MTSM-27-1,CA,2010,2,5
MTSM-27-1,CA,2010,3,NA
MTSM-27-3,CA,2010,1,5.666666667
MTSM-27-3,CA,2010,2,6
MTSM-27-3,CA,2010,Replacement,NA
NHTA-27-2,CA,2010,1,5.666666667
NHTA-27-2,CA,2010,2,6
NHTA-27-2,CA,2010,Replacement,5.666666667
NHTA-27-3,CA,2010,1,6
NHTA-27-3,CA,2010,2,6
NHTA-27-3,CA,2010,3,6
NHTA-27-3,CA,2010,Replacement,5.666666667
NHTA-27-4,CA,2010,2,6
NHTA-27-4,CA,2010,3,5.666666667
NHTA-27-4,CA,2010,Replacement,5.666666667
NHTA-27-5,CA,2010,2,6
NHTA-27-5,CA,2010,3,6
NHTA-27-5,CA,2010,Replacement,5.666666667
NHTB-27-1,CA,2010,2,6
NHTB-27-1,CA,2010,2,NA
NHTB-27-3,CA,2010,2,6
NHTB-27-3,CA,2010,3,6
NHTB-27-4,CA,2010,1,4
NHTB-27-4,CA,2010,3,NA
NHTB-27-4,CA,2010,3,6
PHY-1,CA,2010,3,6
SKWA-24-2,CA,2010,1,4
SKWA-24-2,CA,2010,2,5.666666667
SKWA-24-2,CA,2010,3,5.666666667
SKWA-24-3,CA,2010,1,5
SKWA-24-3,CA,2010,2,NA
SKWA-24-3,CA,2010,3,NA
SKWA-24-4,CA,2010,1,5.666666667
SKWA-24-4,CA,2010,2,5.666666667
SKWA-24-4,CA,2010,3,NA
SKWA-24-4,CA,2010,3,5.666666667
SKWA-24-5,CA,2010,1,NA
SKWA-24-5,CA,2010,2,6
SKWA-24-5,CA,2010,3,6
SKWA-24-5,CA,2010,3,NA
SKWB-24-2,CA,2010,1,5.666666667
SKWB-24-2,CA,2010,2,6
SKWB-24-2,CA,2010,3,6
SKWB-24-2,CA,2010,Replacement,NA
SKWB-24-3,CA,2010,2,6
SKWB-24-3,CA,2010,3,NA
SKWB-24-5,CA,2010,1,NA
SKWB-24-5,CA,2010,1,6
SKWB-24-5,CA,2010,2,6
SKWB-24-5,CA,2010,3,6
SKWC-24-1,CA,2010,1,NA
SKWC-24-1,CA,2010,1,5.333333333
SKWC-24-1,CA,2010,3,6
SKWD-24-1,CA,2010,1,5.666666667
SKWD-24-1,CA,2010,2,6
SKWD-24-1,CA,2010,3,6
SKWD-24-1,CA,2010,3,NA
SKWD-24-3,CA,2010,1,6
SKWD-24-3,CA,2010,2,6
SKWD-24-4,CA,2010,1,NA
SKWD-24-4,CA,2010,2,6
SKWD-24-4,CA,2010,3,6
SKWD-24-5,CA,2010,1,6
SKWD-24-5,CA,2010,2,6
SKWD-24-5,CA,2010,Replacement,NA
SKWE-24-2,CA,2010,2,5.333333333
SKWE-24-2,CA,2010,3,6
SKWE-24-2,CA,2010,3,NA
SKWE-24-3,CA,2010,1,6
SKWE-24-4,CA,2010,3,6
SKWE-24-5,CA,2010,1,6
SKWE-24-5,CA,2010,1,NA
SKWE-24-5,CA,2010,2,NA
SKWF-24-3,CA,2010,1,6
SKWF-24-4,CA,2010,1,6
SKWF-24-4,CA,2010,2,NA
SKWF-24-4,CA,2010,3,NA
SKWF-24-5,CA,2010,1,6
SKWF-24-5,CA,2010,2,6
SLMB-28-1,CA,2010,2,6
SLMB-28-1,CA,2010,3,NA
SLMB-28-2,CA,2010,1,6
SLMB-28-2,CA,2010,3,5.333333333
SLMB-28-3,CA,2010,1,5.666666667
SLMB-28-3,CA,2010,2,6
SLMB-28-3,CA,2010,3,6
SLMB-28-4,CA,2010,2,6
SLMC-28-1,CA,2010,1,NA
SLMC-28-1,CA,2010,2,5.666666667
SLMC-28-2,CA,2010,1,6
SLMC-28-2,CA,2010,2,NA
SLMC-28-3,CA,2010,1,NA
SLMC-28-3,CA,2010,1,6
SLMC-28-3,CA,2010,2,5.333333333
SLMC-28-3,CA,2010,3,6
SLMD-28-1,CA,2010,1,6
SLMD-28-1,CA,2010,2,5.666666667
SLMD-28-3,CA,2010,1,5.333333333
SLMD-28-3,CA,2010,2,5.666666667
SLMD-28-3,CA,2010,3,6
SLMD-28-3,CA,2010,Replacement,4
SLMD-28-4,CA,2010,1,5.666666667
SLMD-28-4,CA,2010,1,NA
SLMD-28-4,CA,2010,2,6
SQMA-25-1,CA,2010,1,6
SQMA-25-1,CA,2010,2,6
SQMA-25-1,CA,2010,3,5.666666667
SQMA-25-2,CA,2010,1,NA
SQMA-25-2,CA,2010,2,NA
SQMA-25-2,CA,2010,2,6
SQMA-25-2,CA,2010,3,6
SQMA-25-4,CA,2010,2,6
SQMB-25-3,CA,2010,1,6
SQMB-25-3,CA,2010,2,6
SQMB-25-4,CA,2010,1,5.666666667
SQMB-25-4,CA,2010,3,3.666666667
SQMC-25-1,CA,2010,1,6
SQMC-25-1,CA,2010,2,6
SQMC-25-1,CA,2010,3,6
SQMC-25-3,CA,2010,1,5.666666667
SQMC-25-3,CA,2010,2,6
SQMC-25-3,CA,2010,3,6
SQMC-25-3,CA,2010,3,NA
SQMC-25-4,CA,2010,1,5.666666667
SQMC-25-4,CA,2010,2,6
SQMC-25-4,CA,2010,3,5.666666667
SQMC-25-4,CA,2010,3,NA
SQMC-25-5,CA,2010,1,5.666666667
SQMC-25-5,CA,2010,2,6
SQMC-25-5,CA,2010,3,NA
VNDL-27-1,CA,2010,1,4.333333333
VNDL-27-1,CA,2010,2,3.666666667
VNDL-27-1,CA,2010,3,6
VNDL-27-3,CA,2010,1,6
VNDL-27-3,CA,2010,2,6
VNDL-27-3,CA,2010,3,6
VNDL-27-3,CA,2010,3,6
VNDL-27-4,CA,2010,2,5.666666667
VNDL-27-4,CA,2010,3,6
VNDL-27-4,CA,2010,3,6
VNDL-27-5,CA,2010,1,5.333333333
VNDL-27-5,CA,2010,2,5.333333333
VNDL-27-5,CA,2010,3,6
WELC-27-1,CA,2010,1,5.666666667
WELC-27-1,CA,2010,2,5.666666667
WELC-27-2,CA,2010,1,6
WELC-27-2,CA,2010,2,6
WELC-27-2,CA,2010,3,6
WELC-27-3,CA,2010,1,5.666666667
WELC-27-3,CA,2010,2,5.666666667
WELC-27-3,CA,2010,3,5.666666667
WELC-27-3,CA,2010,3,NA
WELC-27-4,CA,2010,1,4.333333333
WELC-27-4,CA,2010,3,NA
WELC-27-5,CA,2010,1,3.666666667
WELC-27-5,CA,2010,3,5.666666667
WELC-27-5,CA,2010,3,NA
WHTE-28-1,CA,2010,1,4.666666667
WHTE-28-2,CA,2010,1,5.333333333
WHTE-28-2,CA,2010,2,NA
WHTE-28-2,CA,2010,2,6
WHTE-28-2,CA,2010,3,6
WHTE-28-3,CA,2010,1,5.666666667
WHTE-28-3,CA,2010,2,5.666666667
WHTE-28-3,CA,2010,2,NA
WHTE-28-3,CA,2010,3,6
WHTE-28-4,CA,2010,1,5.666666667
WHTE-28-4,CA,2010,2,NA
YALD-27-2,CA,2010,1,5.666666667
YALD-27-2,CA,2010,2,6
YALD-27-2,CA,2010,3,3.666666667
YALD-27-2,CA,2010,3,NA
YALD-27-5,CA,2010,1,5.333333333
YALD-27-5,CA,2010,3,NA
YALE-27-1,CA,2010,1,5.666666667
YALE-27-1,CA,2010,3,6
YALE-27-1,CA,2010,Replacement,NA
YALE-27-2,CA,2010,1,5.666666667
YALE-27-2,CA,2010,3,NA
YALE-27-3,CA,2010,1,5.666666667
YALE-27-3,CA,2010,1,NA
YALE-27-3,CA,2010,2,5.333333333
YALE-27-4,CA,2010,1,6
YALE-27-4,CA,2010,2,6
YALE-27-4,CA,2010,3,NA
BESC-104,CA,2010,2,5.666666667
BESC-104,CA,2010,3,3
BESC-104,CA,2010,Replacement,6
BESC-120,CA,2010,1,5.333333333
BESC-120,CA,2010,2,6
BESC-120,CA,2010,3,NA
BESC-16,CA,2010,1,4
BESC-16,CA,2010,3,5.666666667
BESC-16,CA,2010,Replacement,3.5
BESC-182,CA,2010,3,5.666666667
BESC-182,CA,2010,Replacement,6
BESC-247,CA,2010,1,4.666666667
BESC-247,CA,2010,2,5.666666667
BESC-247,CA,2010,3,6
BESC-248,CA,2010,1,4.333333333
BESC-248,CA,2010,Replacement,5.666666667
BESC-263,CA,2010,1,6
BESC-263,CA,2010,1,NA
BESC-263,CA,2010,3,6
BESC-285,CA,2010,1,5
BESC-285,CA,2010,2,5.666666667
BESC-285,CA,2010,3,6
BESC-285,CA,2010,Replacement,5.666666667
BESC-300,CA,2010,1,5.666666667
BESC-310,CA,2010,1,6
BESC-310,CA,2010,2,6
BESC-310,CA,2010,3,6
BESC-310,CA,2010,Replacement,4.666666667
BESC-337,CA,2010,2,5.666666667
BESC-337,CA,2010,3,6
BESC-356,CA,2010,3,5.333333333
BESC-377,CA,2010,2,6
BESC-377,CA,2010,3,NA
BESC-377,CA,2010,Replacement,6
BESC-385,CA,2010,1,3
BESC-385,CA,2010,2,3.666666667
BESC-385,CA,2010,Replacement,4.333333333
BESC-408,CA,2010,Replacement,4.666666667
BESC-416,CA,2010,2,6
BESC-416,CA,2010,3,6
BESC-416,CA,2010,Replacement,5.666666667
BESC-455,CA,2010,1,5.666666667
BESC-455,CA,2010,3,3.666666667
BESC-455,CA,2010,3,6
BESC-455,CA,2010,Replacement,5.666666667
BESC-456,CA,2010,1,3
BESC-456,CA,2010,2,4
BESC-456,CA,2010,3,4
BESC-457,CA,2010,2,6
BESC-457,CA,2010,3,6
BESC-81,CA,2010,2,5.666666667
BESC-81,CA,2010,3,5.666666667
BESC-81,CA,2010,Replacement,6
BESC-87,CA,2010,2,5.666666667
BESC-87,CA,2010,3,3.666666667
BESC-87,CA,2010,Replacement,5.333333333
BESC-870,CA,2010,1,6
BESC-870,CA,2010,3,6
BESC-875,CA,2010,1,3.666666667
BESC-875,CA,2010,1,NA
BESC-875,CA,2010,2,6
BESC-875,CA,2010,3,NA
BESC-88,CA,2010,1,5.666666667
BESC-88,CA,2010,2,6
BESC-88,CA,2010,3,6
BESC-88,CA,2010,Replacement,6
BESC-9,CA,2010,1,5.333333333
BESC-9,CA,2010,2,6
BESC-9,CA,2010,3,3.333333333
BESC-9,CA,2010,3,NA
BESC-9,CA,2010,Replacement,2.5
BESC-92,CA,2010,1,5.666666667
BESC-92,CA,2010,2,3.666666667
BESC-92,CA,2010,3,3.666666667
BESC-92,CA,2010,Replacement,5.666666667
CHWH-27-2,CA,2010,1,4.666666667
CHWH-27-2,CA,2010,2,6
CHWH-27-2,CA,2010,3,NA
CHWK-27-4,CA,2010,3,5.666666667
CHWK-27-4,CA,2010,Replacement,5.666666667
DENC-17-3,CA,2010,1,6
DENC-17-3,CA,2010,2,6
DENC-17-3,CA,2010,Replacement,NA
FNYI-28-1,CA,2010,1,4
FNYI-28-1,CA,2010,2,6
FNYI-28-1,CA,2010,3,NA
FNYI-28-1,CA,2010,Replacement,6
GW-10075,CA,2010,2,5.666666667
GW-6886,CA,2010,3,6
GW-7975,CA,2010,2,5
GW-7975,CA,2010,3,6
GW-7975,CA,2010,3,3.666666667
GW-7985,CA,2010,1,3
GW-7985,CA,2010,2,6
GW-7985,CA,2010,3,5.666666667
GW-7985,CA,2010,3,NA
GW-7990,CA,2010,1,6
GW-7990,CA,2010,2,5.666666667
GW-7990,CA,2010,2,3.666666667
GW-7990,CA,2010,3,5.666666667
GW-7990,CA,2010,3,5.333333333
GW-7990,CA,2010,3,6
GW-7990,CA,2010,3,NA
GW-7992,CA,2010,1,5.666666667
GW-7992,CA,2010,2,4.333333333
GW-7992,CA,2010,3,NA
GW-7992,CA,2010,3,6
GW-7992,CA,2010,3,6
GW-7992,CA,2010,3,5.666666667
GW-9580,CA,2010,1,3
GW-9580,CA,2010,2,NA
GW-9580,CA,2010,3,6
GW-9583,CA,2010,1,4
GW-9583,CA,2010,1,6
GW-9583,CA,2010,2,5.333333333
GW-9583,CA,2010,2,5.333333333
GW-9583,CA,2010,2,NA
GW-9583,CA,2010,3,6
GW-9760,CA,2010,1,3.333333333
GW-9760,CA,2010,1,5
GW-9760,CA,2010,1,NA
GW-9760,CA,2010,2,5.666666667
GW-9760,CA,2010,3,5.666666667
GW-9760,CA,2010,3,3.333333333
GW-9762,CA,2010,1,3.666666667
GW-9762,CA,2010,1,5.333333333
GW-9762,CA,2010,2,NA
GW-9762,CA,2010,2,5.666666667
GW-9762,CA,2010,3,3
GW-9762,CA,2010,3,6
GW-9762,CA,2010,3,6
GW-9767,CA,2010,1,3.333333333
GW-9767,CA,2010,1,5.666666667
GW-9767,CA,2010,1,NA
GW-9767,CA,2010,2,5.333333333
GW-9767,CA,2010,3,6
GW-9769,CA,2010,1,6
GW-9769,CA,2010,1,5
GW-9769,CA,2010,1,4.666666667
GW-9769,CA,2010,2,6
GW-9769,CA,2010,2,4
GW-9769,CA,2010,3,6
GW-9769,CA,2010,3,6
GW-9775,CA,2010,1,5.666666667
GW-9775,CA,2010,2,4
GW-9775,CA,2010,3,6
GW-9780,CA,2010,1,4.333333333
GW-9780,CA,2010,3,4
GW-9780,CA,2010,3,NA
GW-9781,CA,2010,1,5.333333333
GW-9781,CA,2010,1,6
GW-9781,CA,2010,2,5.666666667
GW-9781,CA,2010,3,6
GW-9781,CA,2010,3,6
GW-9781,CA,2010,3,6
GW-9794,CA,2010,1,6
GW-9794,CA,2010,2,6
GW-9794,CA,2010,3,5.666666667
GW-9797,CA,2010,2,5.666666667
GW-9797,CA,2010,3,3.666666667
GW-9798,CA,2010,1,5
GW-9798,CA,2010,2,6
GW-9798,CA,2010,3,5.666666667
GW-9806,CA,2010,1,3
GW-9806,CA,2010,1,3.333333333
GW-9806,CA,2010,1,6
GW-9806,CA,2010,2,3.666666667
GW-9806,CA,2010,2,3.666666667
GW-9806,CA,2010,3,3.666666667
GW-9807,CA,2010,1,4
GW-9807,CA,2010,2,3.666666667
GW-9807,CA,2010,2,6
GW-9807,CA,2010,3,4
GW-9815,CA,2010,1,4
GW-9815,CA,2010,1,NA
GW-9815,CA,2010,2,6
GW-9815,CA,2010,3,5.666666667
GW-9815,CA,2010,3,5.666666667
GW-9846,CA,2010,1,4.333333333
GW-9846,CA,2010,1,NA
GW-9846,CA,2010,3,5.333333333
GW-9846,CA,2010,3,4
GW-9875,CA,2010,3,3.666666667
GW-9919,CA,2010,3,5.666666667
GW-9951,CA,2010,3,6
HARC-26-5,CA,2010,1,NA
HARC-26-5,CA,2010,2,6
HARC-26-5,CA,2010,Replacement,5.666666667
HRSO-27-3,CA,2010,1,NA
HRSO-27-3,CA,2010,3,3.333333333
HRSO-27-3,CA,2010,3,6
HRSO-27-4,CA,2010,1,5
HRSO-27-4,CA,2010,2,5.666666667
HRSO-27-4,CA,2010,3,6
HRSO-27-4,CA,2010,Replacement,6
HRSP-27-4,CA,2010,3,3.666666667
HRSP-27-4,CA,2010,Replacement,6
SKWE-24-1,CA,2010,3,6
GW-7979,Clat,2010,1,5.33333
GW-9579,Clat,2010,1,3.33333
BESC-67,Clat,2010,1,NA
SLMD-28-1,Clat,2010,1,6
GW-9898,Clat,2010,1,3.66667
BESC-90,Clat,2010,1,4.33333
GW-7975,Clat,2010,1,NA
DENA-17-3,Clat,2010,1,6
KLNG-20-1,Clat,2010,1,6
BESC-203,Clat,2010,1,3.66667
GW-7984,Clat,2010,1,5.33333
GW-9867,Clat,2010,1,4.33333
BESC-51,Clat,2010,1,4
BESC-366,Clat,2010,1,3.33333
BESC-116,Clat,2010,1,NA
BESC-896,Clat,2010,1,3.33333
HARC-26-2,Clat,2010,1,3.33333
GW-9872,Clat,2010,1,3.66667
GW-9843,Clat,2010,1,3.33333
GW-11054,Clat,2010,1,4.33333
GW-9827,Clat,2010,1,4.33333
BESC-218,Clat,2010,1,3.33333
GW-9873,Clat,2010,1,4.33333
BESC-424,Clat,2010,1,3.33333
BESC-362,Clat,2010,1,3.33333
BESC-254,Clat,2010,1,3.33333
BESC-110,Clat,2010,1,4.33333
GW-9893,Clat,2010,1,3.33333
HOPF-27-1,Clat,2010,1,3.33333
HARC-26-3,Clat,2010,1,3.66667
GW-9807,Clat,2010,1,2.33333
BESC-376,Clat,2010,1,4.66667
BESC-45,Clat,2010,1,5.33333
BESC-402,Clat,2010,1,6
GW-9894,Clat,2010,1,NA
GW-11031,Clat,2010,1,NA
GW-9874,Clat,2010,1,6
BESC-287,Clat,2010,1,3.33333
BESC-172,Clat,2010,1,2.33333
GW-9787,Clat,2010,1,5.33333
BESC-211,Clat,2010,1,4.33333
GW-11045,Clat,2010,1,NA
BESC-84,Clat,2010,1,3.33333
BESC-4,Clat,2010,1,5.33333
BESC-423,Clat,2010,1,4.33333
HRSO-27-3,Clat,2010,1,3.33333
GW-9597,Clat,2010,1,5.33333
HRSO-27-2,Clat,2010,1,4.33333
HOPG-27-1,Clat,2010,1,5.33333
BESC-15,Clat,2010,1,3.33333
BESC-217,Clat,2010,1,3.33333
GW-9836,Clat,2010,1,3.33333
WHTE-28-1,Clat,2010,1,5.33333
BESC-71,Clat,2010,1,3.33333
BESC-169,Clat,2010,1,2.33333
BESC-63,Clat,2010,1,2.33333
BESC-340,Clat,2010,1,3.33333
GW-9865,Clat,2010,1,3.33333
BESC-338,Clat,2010,1,3.33333
LILA-26-5,Clat,2010,1,5.33333
GW-9809,Clat,2010,1,2.33333
BESC-272,Clat,2010,1,5
DEND-17-4,Clat,2010,1,6
BESC-903,Clat,2010,1,4.33333
BESC-824,Clat,2010,1,3.66667
GW-9828,Clat,2010,1,4.66667
SQMC-25-5,Clat,2010,1,5.66667
BESC-93,Clat,2010,1,NA
BESC-150,Clat,2010,1,4.33333
KLNG-20-7,Clat,2010,1,5.33333
BESC-136,Clat,2010,1,3.33333
DENA-17-1,Clat,2010,1,6
DENB-17-4,Clat,2010,1,5.66667
GW-9793,Clat,2010,1,3.33333
GW-9900,Clat,2010,1,4.33333
GW-9832,Clat,2010,1,5.33333
BESC-403,Clat,2010,1,4.33333
BESC-193,Clat,2010,1,3.66667
GW-9840,Clat,2010,1,3.33333
SKWA-24-5,Clat,2010,1,5.66667
BESC-314,Clat,2010,1,NA
BESC-54,Clat,2010,1,3.66667
GW-11019,Clat,2010,1,2.33333
BESC-205,Clat,2010,1,5.33333
GW-9904,Clat,2010,1,3.66667
BESC-214,Clat,2010,1,3.33333
BESC-282,Clat,2010,1,4.33333
BESC-16,Clat,2010,1,3
GW-10999,Clat,2010,1,4.66667
BESC-367,Clat,2010,1,3.33333
BESC-98,Clat,2010,1,3.33333
CA-04-03,Clat,2010,1,NA
BESC-435,Clat,2010,1,3.66667
GW-7982,Clat,2010,1,3.33333
HRSO-27-5,Clat,2010,1,3.33333
BESC-190,Clat,2010,1,5.33333
GW-9818,Clat,2010,1,4.33333
GW-9829,Clat,2010,1,5.33333
BESC-176,Clat,2010,1,2.66667
BESC-441,Clat,2010,1,5.66667
BESC-328,Clat,2010,1,3.33333
GW-9839,Clat,2010,1,3.66667
GW-10958,Clat,2010,1,3.33333
GW-9966,Clat,2010,1,3.33333
BESC-855,Clat,2010,1,4.66667
KLNG-20-3,Clat,2010,1,6
BESC-33,Clat,2010,1,5.66667
BESC-854,Clat,2010,1,NA
BESC-131,Clat,2010,1,3.33333
BESC-166,Clat,2010,1,3
GW-9771,Clat,2010,1,3.66667
GW-9956,Clat,2010,1,3.66667
SKWE-24-2,Clat,2010,1,5.33333
BESC-429,Clat,2010,1,3.66667
HIRD-12-2,Clat,2010,1,6
BESC-197,Clat,2010,1,3.33333
BESC-462,Clat,2010,1,5
GW-9953,Clat,2010,1,5.66667
BESC-266,Clat,2010,1,3.33333
BESC-306,Clat,2010,1,4.66667
GW-9883,Clat,2010,1,4.33333
GW-9963,Clat,2010,1,3.33333
HARB-26-3,Clat,2010,1,5.33333
GW-9954,Clat,2010,1,4.66667
BESC-149,Clat,2010,1,3
BESC-830,Clat,2010,1,3.66667
BESC-277,Clat,2010,1,5.33333
KTMA-12-2,Clat,2010,1,NA
BESC-177,Clat,2010,1,4.33333
GW-9812,Clat,2010,1,4
HOPF-27-3,Clat,2010,1,5.33333
GW-9823,Clat,2010,1,5.33333
BESC-263,Clat,2010,1,4
GW-9841,Clat,2010,1,5.33333
BESC-890,Clat,2010,1,3.66667
BESC-132,Clat,2010,1,5.33333
GW-11011,Clat,2010,1,3.33333
BESC-804,Clat,2010,1,3.33333
GW-9948,Clat,2010,1,NA
BESC-82,Clat,2010,1,2.66667
GW-9961,Clat,2010,1,4.33333
BESC-308,Clat,2010,1,4
BESC-10,Clat,2010,1,5
BESC-64,Clat,2010,1,4.33333
BESC-80,Clat,2010,1,5.33333
BESC-408,Clat,2010,1,3.33333
BESC-315,Clat,2010,1,3.33333
GW-9792,Clat,2010,1,4.66667
BESC-316,Clat,2010,1,3.33333
CA-01-01,Clat,2010,1,5.33333
BESC-34,Clat,2010,1,3.33333
BESC-122,Clat,2010,1,3.66667
BESC-31,Clat,2010,1,3
GW-9769,Clat,2010,1,4
BESC-244,Clat,2010,1,3.33333
SQMB-25-3,Clat,2010,1,5.33333
BESC-221,Clat,2010,1,3.33333
BESC-210,Clat,2010,1,3.66667
SKWF-24-4,Clat,2010,1,5.33333
BESC-168,Clat,2010,1,3.66667
BESC-381,Clat,2010,1,3.33333
BESC-900,Clat,2010,1,NA
BESC-452,Clat,2010,1,3.33333
GW-9801,Clat,2010,1,NA
CA-01-05,Clat,2010,1,5.66667
BESC-213,Clat,2010,1,4.66667
GW-9913,Clat,2010,1,3.66667
BESC-273,Clat,2010,1,4.66667
BESC-223,Clat,2010,1,3
BESC-111,Clat,2010,1,5.33333
BESC-260,Clat,2010,1,3.66667
BESC-407,Clat,2010,1,3.33333
BESC-384,Clat,2010,1,4.33333
BESC-369,Clat,2010,1,2.33333
BESC-822,Clat,2010,1,3.33333
BLCG-28-1,Clat,2010,1,5.33333
BESC-283,Clat,2010,1,5
GLCB-26-2,Clat,2010,1,5.33333
GW-9777,Clat,2010,1,5.33333
GW-11052,Clat,2010,1,4.33333
BESC-88,Clat,2010,1,4.66667
BESC-53,Clat,2010,1,3.33333
LILD-26-2,Clat,2010,1,5.33333
BESC-100,Clat,2010,1,4.66667
BESC-355,Clat,2010,1,3.33333
GW-9864,Clat,2010,1,3.33333
GW-11014,Clat,2010,1,4.33333
LILD-26-3,Clat,2010,1,6
BESC-227,Clat,2010,1,5
BESC-119,Clat,2010,1,3.33333
BESC-164,Clat,2010,1,3
BESC-340,Clat,2010,1,5
BESC-158,Clat,2010,1,4.33333
VNDL-27-3,Clat,2010,1,4
BESC-412,Clat,2010,1,3.33333
VNDL-27-5,Clat,2010,1,3.66667
BESC-874,Clat,2010,1,3.33333
NHTB-27-4,Clat,2010,1,6
GW-11036,Clat,2010,1,3.66667
GW-9959,Clat,2010,1,4.66667
BESC-467,Clat,2010,1,4
BESC-895,Clat,2010,1,3.33333
BESC-143,Clat,2010,1,3.66667
BESC-821,Clat,2010,1,3.66667
GW-10993,Clat,2010,1,3.33333
CHWH-27-3,Clat,2010,1,3.33333
BESC-851,Clat,2010,1,4.66667
GW-9774,Clat,2010,1,5.33333
SQMA-25-4,Clat,2010,1,5.33333
BESC-155,Clat,2010,1,NA
BESC-175,Clat,2010,1,2.66667
BESC-894,Clat,2010,1,5.33333
GW-11012,Clat,2010,1,3.33333
BESC-889,Clat,2010,1,3.33333
MCMN-27-5,Clat,2010,1,5.33333
BESC-320,Clat,2010,1,3
BESC-222,Clat,2010,1,4
BESC-336,Clat,2010,1,3.66667
GW-11043,Clat,2010,1,4.66667
HARB-26-2,Clat,2010,1,6
GW-9879,Clat,2010,1,3.33333
GW-9806,Clat,2010,1,3.66667
BESC-850,Clat,2010,1,4
BESC-1,Clat,2010,1,4.66667
BESC-309,Clat,2010,1,5.33333
BESC-75,Clat,2010,1,4.33333
YALE-27-3,Clat,2010,1,5.33333
GW-9915,Clat,2010,1,5.33333
GW-9810,Clat,2010,1,3.66667
